web-scraper-order,web-scraper-start-url,building_name,address,units,stories,year,type,neighborhood,amenities,buildings,buildings-href
"1533930010-245","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2300 Adam C Powell Boulevard","2300 Adam C Powell Boulevard, New York, NY, 10030","8 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2300-Adam-C-Powell-Blvd-10030"
"1533929510-107","http://yddevelopment.herokuapp.com/125buildings2.","House: 139 West 143rd Street","139 West 143rd Street, New York, NY, 10030","17 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/139-West-143rd-Street-10030"
"1533929268-48","http://yddevelopment.herokuapp.com/125buildings2.","House: 216 West 139th Street","216 West 139th Street, New York, NY, 10030","3 units","3 stories","Built in 1899","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/216-West-139th-Street-10030"
"1533929881-206","http://yddevelopment.herokuapp.com/125buildings2.","Building: 119 West 137th Street","119 West 137th Street, New York, NY, 10030","20 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                  Live-in Super
              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/119-West-137th-Street-10030"
"1533930041-254","http://yddevelopment.herokuapp.com/125buildings2.","House: 231 West 135th Street","231 West 135th Street, New York, NY, 10030","8 units","5 stories","Has tax abated units","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/231-West-135th-Street-10030"
"1533930468-366","http://yddevelopment.herokuapp.com/125buildings2.","Building: 127 West 133rd Street","127 West 133rd Street, New York, NY, 10030","24 units","5 stories","Built in 1926","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Co-op Rules
        
            
              Pied-a-Terre Allowed
            
        
            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/127-West-133rd-Street-10030"
"1533929358-73","http://yddevelopment.herokuapp.com/125buildings2.","House: 227 West 137th Street","227 West 137th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/227-West-137th-Street-10027"
"1533930406-361","http://yddevelopment.herokuapp.com/125buildings2.","Building: 194 West 134th Street","194 West 134th Street, New York, NY, 10030","3 units","4 stories","Built in 2000","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/194-West-134th-Street-10030"
"1533930499-375","http://yddevelopment.herokuapp.com/125buildings2.","Building: 173 West 133rd Street","173 West 133rd Street, New York, NY, 10030","8 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/173-West-133rd-Street-10030"
"1533930539-386","http://yddevelopment.herokuapp.com/125buildings2.","Building: 154 West 133rd Street","154 West 133rd Street, New York, NY, 10030","3 units","4 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/154-West-133rd-Street-10030"
"1533929398-81","http://yddevelopment.herokuapp.com/125buildings2.","House: 203 West 137th Street","203 West 137th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                  Live-in Super
              
          
            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/203-West-137th-Street-10030"
"1533929927-220","http://yddevelopment.herokuapp.com/125buildings2.","House: 292 West 137th Street","292 West 137th Street, New York, NY, 10030","3 units","4 stories","Built in 1899","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/292-West-137th-Street-10030"
"1533930129-280","http://yddevelopment.herokuapp.com/125buildings2.","Building: 202 West 133rd Street","202 West 133rd Street, New York, NY, 10030","20 units","5 stories","Built in 1930","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/202-West-133rd-Street-10030"
"1533930272-323","http://yddevelopment.herokuapp.com/125buildings2.","Building: 132 West 136th Street","132 West 136th Street, New York, NY, 10030","11 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/132-West-136th-Street-10030"
"1533930923-493","http://yddevelopment.herokuapp.com/125buildings2.","Building: 12 West 132nd Street","12 West 132nd Street, New York, NY, 10037","10 units","5 stories","Has tax abated units","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/12-West-132nd-Street-10037"
"1533930679-427","http://yddevelopment.herokuapp.com/125buildings2.","Building: 148 West 131st Street","148 West 131st Street, New York, NY, 10027","5 units","5 stories","Built in 1920","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Cats and Dogs Allowed
                
              
            
        
            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/148-West-131st-Street-10027"
"1533930166-291","http://yddevelopment.herokuapp.com/125buildings2.","Building: 176 West 137th Street","176 West 137th Street, New York, NY, 10030","16 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/176-West-137th-Street-10030"
"1533929602-135","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2441 Adam C Powell Boulevard","2441 Adam C Powell Boulevard, New York, NY, 10030","62 units","7 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/2441-Adam-C-Powell-Blvd-10030"
